Date,Name of Species,Small (in Rs.),Medium (in Rs.),Large (in Rs.)
14/5/2023,Indo-pacific seer fish,1130.05,0,0
14/5/2023,Japanese threadfin bream,527.01,0,0
14/5/2023,Jinga prawn,546.98,0,0
14/5/2023,John\'s snapper,720.19,0,0
14/5/2023,Kiddi shrimp,478.02,0,0
14/5/2023,Little tuna,651.51,0,0
14/5/2023,Long tail tuna,559.21,0,0
14/5/2023,Malabar anchovy,449.13,0,0
14/5/2023,Malabar blood snapper,621.88,0,0
14/5/2023,Malabar grouper,608.29,0,0
14/5/2023,Narrow-barred spanish mackerel,1132.1,0,0
14/5/2023,Pearl Spot,420.99,0,0
14/5/2023,Silver pomfret,734.93,0,0
14/5/2023,Small head hairtail,362.43,0,0
14/5/2023,Spineless cuttle fish,665.02,0,0
14/5/2023,Spiny cheek grouper,735.4,0,0
14/5/2023,Spotted crab,643.47,0,0
14/5/2023,Spotted eagle ray,673.47,0,0
15/5/2023,Asian Seabass,688.02,0,0
15/5/2023,Big eye trevally,596.6,0,0
15/5/2023,Black barred half beak,622.46,0,0
15/5/2023,Black pomfret,716.87,0,0
15/5/2023,Blue Swimming Crab,644.57,0,0
15/5/2023,Bombay duck,331.36,0,0
15/5/2023,Flower tail prawn,603.91,0,0
15/5/2023,Four finger thread fin,562.01,0,0
15/5/2023,Frigate tuna,427.88,0,0
15/5/2023,Giant catfish,612.17,0,0
15/5/2023,Giant tiger prawn,518.99,0,0
15/5/2023,Gold spot mullet,576.89,0,0
15/5/2023,Gold spotted granadier anchovy,260.39,0,0
15/5/2023,Greasy grouper,587.58,0,0
15/5/2023,Green mud crab,716.53,0,0
15/5/2023,Grey mullet,521.7,0,0
15/5/2023,Hound needle fish,553.92,0,0
15/5/2023,Indian mackerel,444.07,0,0
15/5/2023,Indian squid,550.34,0,0
15/5/2023,Indian white prawn,533.08,0,0
15/5/2023,Indo-pacific seer fish,1004.38,0,0
15/5/2023,Japanese threadfin bream,463.11,0,0
15/5/2023,Jinga prawn,501.02,0,0
15/5/2023,John\'s snapper,609.87,0,0
15/5/2023,Kiddi shrimp,436.86,0,0
15/5/2023,Little tuna,540.25,0,0
15/5/2023,Long tail tuna,491.8,0,0
15/5/2023,Malabar anchovy,400.63,0,0
15/5/2023,Malabar blood snapper,507.08,0,0
15/5/2023,Malabar grouper,568.6,0,0
15/5/2023,Narrow-barred spanish mackerel,944.47,0,0
15/5/2023,Pearl Spot,348.33,0,0
15/5/2023,Silver pomfret,651.81,0,0
15/5/2023,Small head hairtail,302.32,0,0
15/5/2023,Spineless cuttle fish,559.67,0,0
15/5/2023,Spiny cheek grouper,643,0,0
15/5/2023,Spotted crab,548.19,0,0
15/5/2023,Spotted eagle ray,633.94,0,0
16/5/2023,Asian Seabass,732.74,0,0
16/5/2023,Big eye trevally,573.76,0,0
16/5/2023,Black barred half beak,546.85,0,0
16/5/2023,Black pomfret,682.01,0,0
16/5/2023,Blue Swimming Crab,641.33,0,0
16/5/2023,Bombay duck,342.41,0,0
16/5/2023,Flower tail prawn,590.08,0,0
16/5/2023,Four finger thread fin,591.09,0,0
16/5/2023,Frigate tuna,403.25,0,0
16/5/2023,Giant catfish,572.32,0,0
16/5/2023,Giant tiger prawn,479.85,0,0
16/5/2023,Gold spot mullet,558.08,0,0
16/5/2023,Gold spotted granadier anchovy,269.52,0,0
16/5/2023,Greasy grouper,587.85,0,0
16/5/2023,Green mud crab,714.91,0,0
16/5/2023,Grey mullet,485.92,0,0
16/5/2023,Hound needle fish,510.4,0,0
16/5/2023,Indian mackerel,457.51,0,0
16/5/2023,Indian squid,538.28,0,0
16/5/2023,Indian white prawn,511.9,0,0
16/5/2023,Indo-pacific seer fish,971.69,0,0
16/5/2023,Japanese threadfin bream,429.19,0,0
16/5/2023,Jinga prawn,455.58,0,0
16/5/2023,John\'s snapper,606.03,0,0
16/5/2023,Kiddi shrimp,402.01,0,0
16/5/2023,Little tuna,510.86,0,0
16/5/2023,Long tail tuna,480.19,0,0
16/5/2023,Malabar anchovy,376.27,0,0
16/5/2023,Malabar blood snapper,531.69,0,0
16/5/2023,Malabar grouper,525.8,0,0
16/5/2023,Narrow-barred spanish mackerel,949.4,0,0
16/5/2023,Pearl Spot,346.48,0,0
16/5/2023,Silver pomfret,639.38,0,0
16/5/2023,Small head hairtail,292.12,0,0
16/5/2023,Spineless cuttle fish,551.19,0,0
16/5/2023,Spiny cheek grouper,594.48,0,0
16/5/2023,Spotted crab,524.56,0,0
16/5/2023,Spotted eagle ray,596.68,0,0
17/5/2023,Asian Seabass,749.03,0,0
17/5/2023,Big eye trevally,598.5,0,0
17/5/2023,Black barred half beak,581.7,0,0
17/5/2023,Black pomfret,685.75,0,0
17/5/2023,Blue Swimming Crab,665.93,0,0
17/5/2023,Bombay duck,355.03,0,0
17/5/2023,Flower tail prawn,584.99,0,0
17/5/2023,Four finger thread fin,601.58,0,0
17/5/2023,Frigate tuna,401.09,0,0
17/5/2023,Giant catfish,569.23,0,0
17/5/2023,Giant tiger prawn,489.29,0,0
17/5/2023,Gold spot mullet,574.09,0,0
17/5/2023,Gold spotted granadier anchovy,263.22,0,0
17/5/2023,Greasy grouper,559.12,0,0
17/5/2023,Green mud crab,746.73,0,0
17/5/2023,Grey mullet,510.29,0,0
17/5/2023,Hound needle fish,523.16,0,0
17/5/2023,Indian mackerel,452.79,0,0
17/5/2023,Indian squid,541.64,0,0
17/5/2023,Indian white prawn,550.63,0,0
17/5/2023,Indo-pacific seer fish,942.34,0,0
17/5/2023,Japanese threadfin bream,453.79,0,0
17/5/2023,Jinga prawn,469.13,0,0
17/5/2023,John\'s snapper,610.24,0,0
17/5/2023,Kiddi shrimp,435.55,0,0
17/5/2023,Little tuna,516.14,0,0
17/5/2023,Long tail tuna,475.96,0,0
17/5/2023,Malabar anchovy,379.66,0,0
17/5/2023,Malabar blood snapper,553.77,0,0
17/5/2023,Malabar grouper,547.08,0,0
17/5/2023,Narrow-barred spanish mackerel,958.58,0,0
17/5/2023,Pearl Spot,352.32,0,0
17/5/2023,Silver pomfret,679.17,0,0
17/5/2023,Small head hairtail,286.65,0,0
17/5/2023,Spineless cuttle fish,548.89,0,0
17/5/2023,Spiny cheek grouper,646.55,0,0
17/5/2023,Spotted crab,554.98,0,0
17/5/2023,Spotted eagle ray,648.22,0,0
18/5/2023,Asian Seabass,747.45,0,0
18/5/2023,Big eye trevally,606.31,0,0
18/5/2023,Black barred half beak,617.75,0,0
18/5/2023,Black pomfret,694.5,0,0
18/5/2023,Blue Swimming Crab,619.63,0,0
18/5/2023,Bombay duck,351.27,0,0
18/5/2023,Flower tail prawn,587.23,0,0
18/5/2023,Four finger thread fin,583.02,0,0
18/5/2023,Frigate tuna,425.89,0,0
18/5/2023,Giant catfish,581.8,0,0
18/5/2023,Giant tiger prawn,517.04,0,0
18/5/2023,Gold spot mullet,563,0,0
18/5/2023,Gold spotted granadier anchovy,259.13,0,0
18/5/2023,Greasy grouper,565.95,0,0
18/5/2023,Green mud crab,672.47,0,0
18/5/2023,Grey mullet,481.44,0,0
18/5/2023,Hound needle fish,505.84,0,0
18/5/2023,Indian mackerel,449.71,0,0
18/5/2023,Indian squid,558.76,0,0
18/5/2023,Indian white prawn,548.82,0,0
18/5/2023,Indo-pacific seer fish,1011.11,0,0
18/5/2023,Japanese threadfin bream,445.93,0,0
18/5/2023,Jinga prawn,498.95,0,0
18/5/2023,John\'s snapper,628.32,0,0
18/5/2023,Kiddi shrimp,400.07,0,0
18/5/2023,Little tuna,544.07,0,0
18/5/2023,Long tail tuna,503.51,0,0
18/5/2023,Malabar anchovy,373.44,0,0
18/5/2023,Malabar blood snapper,541.43,0,0
18/5/2023,Malabar grouper,550.1,0,0
18/5/2023,Narrow-barred spanish mackerel,1011.54,0,0
18/5/2023,Pearl Spot,357.49,0,0
18/5/2023,Silver pomfret,636.38,0,0
18/5/2023,Small head hairtail,314.14,0,0
18/5/2023,Spineless cuttle fish,541.29,0,0
18/5/2023,Spiny cheek grouper,617.07,0,0
18/5/2023,Spotted crab,536.73,0,0
18/5/2023,Spotted eagle ray,589.9,0,0
19/5/2023,Asian Seabass,690.01,0,0
19/5/2023,Big eye trevally,576.66,0,0
19/5/2023,Black barred half beak,603.57,0,0
19/5/2023,Black pomfret,747.54,0,0
19/5/2023,Blue Swimming Crab,604.71,0,0
19/5/2023,Bombay duck,331.24,0,0
19/5/2023,Flower tail prawn,620.54,0,0
19/5/2023,Four finger thread fin,553.53,0,0
19/5/2023,Frigate tuna,413.72,0,0
19/5/2023,Giant catfish,599.1,0,0
19/5/2023,Giant tiger prawn,498.56,0,0
19/5/2023,Gold spot mullet,536.41,0,0
19/5/2023,Gold spotted granadier anchovy,249.67,0,0
19/5/2023,Greasy grouper,613.03,0,0
19/5/2023,Green mud crab,715.59,0,0
19/5/2023,Grey mullet,469.54,0,0
19/5/2023,Hound needle fish,525.94,0,0
19/5/2023,Indian mackerel,472.82,0,0
19/5/2023,Indian squid,509.95,0,0
19/5/2023,Indian white prawn,504.26,0,0
19/5/2023,Indo-pacific seer fish,1016.19,0,0
19/5/2023,Japanese threadfin bream,449.6,0,0
19/5/2023,Jinga prawn,484.56,0,0
19/5/2023,John\'s snapper,615.38,0,0
19/5/2023,Kiddi shrimp,412.18,0,0
19/5/2023,Little tuna,537.46,0,0
19/5/2023,Long tail tuna,480.31,0,0
19/5/2023,Malabar anchovy,399.72,0,0
19/5/2023,Malabar blood snapper,535.34,0,0
19/5/2023,Malabar grouper,551.54,0,0
19/5/2023,Narrow-barred spanish mackerel,965.09,0,0
19/5/2023,Pearl Spot,360.09,0,0
19/5/2023,Silver pomfret,650.82,0,0
19/5/2023,Small head hairtail,309.28,0,0
19/5/2023,Spineless cuttle fish,577.4,0,0
19/5/2023,Spiny cheek grouper,627.85,0,0
19/5/2023,Spotted crab,516.46,0,0
19/5/2023,Spotted eagle ray,580.86,0,0
20/5/2023,Asian Seabass,801.54,0,0
20/5/2023,Big eye trevally,679.83,0,0
20/5/2023,Black barred half beak,692.91,0,0
20/5/2023,Black pomfret,831.91,0,0
20/5/2023,Blue Swimming Crab,753.48,0,0
20/5/2023,Bombay duck,380.84,0,0
20/5/2023,Flower tail prawn,682.16,0,0
20/5/2023,Four finger thread fin,662.99,0,0
20/5/2023,Frigate tuna,468.92,0,0
20/5/2023,Giant catfish,712.56,0,0
20/5/2023,Giant tiger prawn,571.44,0,0
20/5/2023,Gold spot mullet,633.66,0,0
20/5/2023,Gold spotted granadier anchovy,312.44,0,0
20/5/2023,Greasy grouper,693.79,0,0
20/5/2023,Green mud crab,835.91,0,0
20/5/2023,Grey mullet,600.42,0,0
20/5/2023,Hound needle fish,630.47,0,0
20/5/2023,Indian mackerel,526.93,0,0
20/5/2023,Indian squid,608.98,0,0
20/5/2023,Indian white prawn,596.42,0,0
20/5/2023,Indo-pacific seer fish,1136.95,0,0
20/5/2023,Japanese threadfin bream,500.84,0,0
20/5/2023,Jinga prawn,563.17,0,0
20/5/2023,John\'s snapper,750.02,0,0
20/5/2023,Kiddi shrimp,468.94,0,0
20/5/2023,Little tuna,594.93,0,0
20/5/2023,Long tail tuna,581,0,0
20/5/2023,Malabar anchovy,439.91,0,0
20/5/2023,Malabar blood snapper,595.66,0,0
20/5/2023,Malabar grouper,657.15,0,0
20/5/2023,Narrow-barred spanish mackerel,1152.65,0,0
20/5/2023,Pearl Spot,404.71,0,0
20/5/2023,Silver pomfret,771.2,0,0
20/5/2023,Small head hairtail,333.16,0,0
20/5/2023,Spineless cuttle fish,638.83,0,0
20/5/2023,Spiny cheek grouper,678.92,0,0
20/5/2023,Spotted crab,620.9,0,0
20/5/2023,Spotted eagle ray,728.98,0,0
21/5/2023,Asian Seabass,809.71,0,0
21/5/2023,Big eye trevally,690.46,0,0
21/5/2023,Black barred half beak,666.17,0,0
21/5/2023,Black pomfret,831.46,0,0
21/5/2023,Blue Swimming Crab,763.3,0,0
21/5/2023,Bombay duck,379.03,0,0
21/5/2023,Flower tail prawn,694.54,0,0
21/5/2023,Four finger thread fin,698.42,0,0
21/5/2023,Frigate tuna,455.5,0,0
21/5/2023,Giant catfish,693.84,0,0
21/5/2023,Giant tiger prawn,561.78,0,0
21/5/2023,Gold spot mullet,671.18,0,0
21/5/2023,Gold spotted granadier anchovy,314.41,0,0
21/5/2023,Greasy grouper,649.56,0,0
21/5/2023,Green mud crab,832.09,0,0
21/5/2023,Grey mullet,566.74,0,0
21/5/2023,Hound needle fish,607.17,0,0
21/5/2023,Indian mackerel,508.66,0,0
21/5/2023,Indian squid,595.06,0,0
21/5/2023,Indian white prawn,615.16,0,0
21/5/2023,Indo-pacific seer fish,1150.39,0,0
21/5/2023,Japanese threadfin bream,495.99,0,0
21/5/2023,Jinga prawn,549.36,0,0
21/5/2023,John\'s snapper,737.03,0,0
21/5/2023,Kiddi shrimp,472.14,0,0
21/5/2023,Little tuna,623.83,0,0
21/5/2023,Long tail tuna,585.84,0,0
21/5/2023,Malabar anchovy,436.85,0,0
21/5/2023,Malabar blood snapper,581.65,0,0
21/5/2023,Malabar grouper,627.82,0,0
21/5/2023,Narrow-barred spanish mackerel,1149.19,0,0
21/5/2023,Pearl Spot,423.4,0,0
21/5/2023,Silver pomfret,805.96,0,0
21/5/2023,Small head hairtail,344.52,0,0
21/5/2023,Spineless cuttle fish,658.96,0,0
21/5/2023,Spiny cheek grouper,714.24,0,0
21/5/2023,Spotted crab,588,0,0
21/5/2023,Spotted eagle ray,672.48,0,0
22/5/2023,Asian Seabass,728.8,0,0
22/5/2023,Big eye trevally,597.89,0,0
22/5/2023,Black barred half beak,601.41,0,0
22/5/2023,Black pomfret,727.89,0,0
22/5/2023,Blue Swimming Crab,664.47,0,0
22/5/2023,Bombay duck,339.88,0,0
22/5/2023,Flower tail prawn,584.19,0,0
22/5/2023,Four finger thread fin,605.78,0,0
22/5/2023,Frigate tuna,397.25,0,0
22/5/2023,Giant catfish,624.94,0,0
22/5/2023,Giant tiger prawn,504.02,0,0
22/5/2023,Gold spot mullet,543.08,0,0
22/5/2023,Gold spotted granadier anchovy,260.82,0,0
22/5/2023,Greasy grouper,603.75,0,0
22/5/2023,Green mud crab,755.88,0,0
22/5/2023,Grey mullet,486.69,0,0
22/5/2023,Hound needle fish,551.69,0,0
22/5/2023,Indian mackerel,488.28,0,0
22/5/2023,Indian squid,532.53,0,0
22/5/2023,Indian white prawn,541.16,0,0
22/5/2023,Indo-pacific seer fish,977.61,0,0
22/5/2023,Japanese threadfin bream,436.9,0,0
22/5/2023,Jinga prawn,492.6,0,0
22/5/2023,John\'s snapper,629.16,0,0
22/5/2023,Kiddi shrimp,405.31,0,0
22/5/2023,Little tuna,552.36,0,0
22/5/2023,Long tail tuna,476.59,0,0
22/5/2023,Malabar anchovy,384.54,0,0
22/5/2023,Malabar blood snapper,552.5,0,0
22/5/2023,Malabar grouper,574.44,0,0
22/5/2023,Narrow-barred spanish mackerel,951.74,0,0
22/5/2023,Pearl Spot,355.6,0,0
22/5/2023,Silver pomfret,647.29,0,0
22/5/2023,Small head hairtail,319.67,0,0
22/5/2023,Spineless cuttle fish,584.91,0,0
22/5/2023,Spiny cheek grouper,593.09,0,0
22/5/2023,Spotted crab,567.84,0,0
22/5/2023,Spotted eagle ray,604.52,0,0
23/5/2023,Asian Seabass,709.36,0,0
23/5/2023,Big eye trevally,599.36,0,0
23/5/2023,Black barred half beak,576.41,0,0
23/5/2023,Black pomfret,735.13,0,0
23/5/2023,Blue Swimming Crab,684.39,0,0
23/5/2023,Bombay duck,344.92,0,0
23/5/2023,Flower tail prawn,604.86,0,0
23/5/2023,Four finger thread fin,564.15,0,0
23/5/2023,Frigate tuna,414.07,0,0
23/5/2023,Giant catfish,581.95,0,0
23/5/2023,Giant tiger prawn,485.97,0,0
23/5/2023,Gold spot mullet,518.96,0,0
23/5/2023,Gold spotted granadier anchovy,262.31,0,0
23/5/2023,Greasy grouper,622.51,0,0
23/5/2023,Green mud crab,685.43,0,0
23/5/2023,Grey mullet,486.85,0,0
23/5/2023,Hound needle fish,512.29,0,0
23/5/2023,Indian mackerel,481.26,0,0
23/5/2023,Indian squid,564.07,0,0
23/5/2023,Indian white prawn,540.16,0,0
23/5/2023,Indo-pacific seer fish,936.48,0,0
23/5/2023,Japanese threadfin bream,441.09,0,0
23/5/2023,Jinga prawn,473.93,0,0
23/5/2023,John\'s snapper,636.79,0,0
23/5/2023,Kiddi shrimp,432.85,0,0
23/5/2023,Little tuna,526.75,0,0
23/5/2023,Long tail tuna,494.31,0,0
23/5/2023,Malabar anchovy,361.76,0,0
23/5/2023,Malabar blood snapper,533.89,0,0
23/5/2023,Malabar grouper,516.99,0,0
23/5/2023,Narrow-barred spanish mackerel,1036.72,0,0
23/5/2023,Pearl Spot,357.54,0,0
23/5/2023,Silver pomfret,657.59,0,0
23/5/2023,Small head hairtail,304.36,0,0
23/5/2023,Spineless cuttle fish,565.44,0,0
23/5/2023,Spiny cheek grouper,626.07,0,0
23/5/2023,Spotted crab,519.29,0,0
23/5/2023,Spotted eagle ray,585.25,0,0
24/5/2023,Asian Seabass,688.37,0,0
24/5/2023,Big eye trevally,555.95,0,0
24/5/2023,Black barred half beak,586.58,0,0
24/5/2023,Black pomfret,735.3,0,0
24/5/2023,Blue Swimming Crab,646.59,0,0
24/5/2023,Bombay duck,331.58,0,0
24/5/2023,Flower tail prawn,583.13,0,0
24/5/2023,Four finger thread fin,618.37,0,0
24/5/2023,Frigate tuna,409.75,0,0
24/5/2023,Giant catfish,552.52,0,0
24/5/2023,Giant tiger prawn,485.01,0,0
24/5/2023,Gold spot mullet,547.17,0,0
24/5/2023,Gold spotted granadier anchovy,248.88,0,0
24/5/2023,Greasy grouper,542.17,0,0
24/5/2023,Green mud crab,711.99,0,0
24/5/2023,Grey mullet,511.66,0,0
24/5/2023,Hound needle fish,543.57,0,0
24/5/2023,Indian mackerel,445.81,0,0
24/5/2023,Indian squid,497.67,0,0
24/5/2023,Indian white prawn,528.79,0,0
24/5/2023,Indo-pacific seer fish,1022.3,0,0
24/5/2023,Japanese threadfin bream,430.12,0,0
24/5/2023,Jinga prawn,460.03,0,0
24/5/2023,John\'s snapper,612.3,0,0
24/5/2023,Kiddi shrimp,412.68,0,0
24/5/2023,Little tuna,549.14,0,0
24/5/2023,Long tail tuna,483.69,0,0
24/5/2023,Malabar anchovy,374.9,0,0
24/5/2023,Malabar blood snapper,554.33,0,0
24/5/2023,Malabar grouper,521.47,0,0
24/5/2023,Narrow-barred spanish mackerel,1041.21,0,0
24/5/2023,Pearl Spot,356.38,0,0
24/5/2023,Silver pomfret,668.49,0,0
24/5/2023,Small head hairtail,319.28,0,0
24/5/2023,Spineless cuttle fish,542.07,0,0
24/5/2023,Spiny cheek grouper,574.81,0,0
24/5/2023,Spotted crab,512.94,0,0
24/5/2023,Spotted eagle ray,580.64,0,0
25/5/2023,Asian Seabass,691.34,0,0
25/5/2023,Big eye trevally,593.41,0,0
25/5/2023,Black barred half beak,606.45,0,0
25/5/2023,Black pomfret,692.05,0,0
25/5/2023,Blue Swimming Crab,640.7,0,0
25/5/2023,Bombay duck,349.21,0,0
25/5/2023,Flower tail prawn,588.12,0,0
25/5/2023,Four finger thread fin,593.38,0,0
25/5/2023,Frigate tuna,427.55,0,0
25/5/2023,Giant catfish,612.12,0,0
25/5/2023,Giant tiger prawn,480.98,0,0
25/5/2023,Gold spot mullet,534.94,0,0
25/5/2023,Gold spotted granadier anchovy,276.62,0,0
25/5/2023,Greasy grouper,569.2,0,0
25/5/2023,Green mud crab,717.28,0,0
25/5/2023,Grey mullet,511.19,0,0
25/5/2023,Hound needle fish,520.53,0,0
25/5/2023,Indian mackerel,449.56,0,0
25/5/2023,Indian squid,539.56,0,0
25/5/2023,Indian white prawn,556.91,0,0
25/5/2023,Indo-pacific seer fish,959.14,0,0
25/5/2023,Japanese threadfin bream,440.29,0,0
25/5/2023,Jinga prawn,481.2,0,0
25/5/2023,John\'s snapper,636.91,0,0
25/5/2023,Kiddi shrimp,426.01,0,0
25/5/2023,Little tuna,539.09,0,0
25/5/2023,Long tail tuna,496.66,0,0
25/5/2023,Malabar anchovy,404.55,0,0
25/5/2023,Malabar blood snapper,532.69,0,0
25/5/2023,Malabar grouper,523.87,0,0
25/5/2023,Narrow-barred spanish mackerel,1029.63,0,0
25/5/2023,Pearl Spot,384.94,0,0
25/5/2023,Silver pomfret,694.89,0,0
25/5/2023,Small head hairtail,306.28,0,0
25/5/2023,Spineless cuttle fish,543.09,0,0
25/5/2023,Spiny cheek grouper,605.8,0,0
25/5/2023,Spotted crab,540.31,0,0
25/5/2023,Spotted eagle ray,640.43,0,0
26/5/2023,Asian Seabass,705.71,0,0
26/5/2023,Big eye trevally,583.01,0,0
26/5/2023,Black barred half beak,592.92,0,0
26/5/2023,Black pomfret,712.72,0,0
26/5/2023,Blue Swimming Crab,636.9,0,0
26/5/2023,Bombay duck,335.89,0,0
26/5/2023,Flower tail prawn,628.45,0,0
26/5/2023,Four finger thread fin,555.2,0,0
26/5/2023,Frigate tuna,389,0,0
26/5/2023,Giant catfish,601.82,0,0
26/5/2023,Giant tiger prawn,475.81,0,0
26/5/2023,Gold spot mullet,529.56,0,0
26/5/2023,Gold spotted granadier anchovy,271.54,0,0
26/5/2023,Greasy grouper,604.04,0,0
26/5/2023,Green mud crab,704.94,0,0
26/5/2023,Grey mullet,492.51,0,0
26/5/2023,Hound needle fish,512.57,0,0
26/5/2023,Indian mackerel,464.96,0,0
26/5/2023,Indian squid,528.26,0,0
26/5/2023,Indian white prawn,527.84,0,0
26/5/2023,Indo-pacific seer fish,1027.93,0,0
26/5/2023,Japanese threadfin bream,436.63,0,0
26/5/2023,Jinga prawn,505.89,0,0
26/5/2023,John\'s snapper,597.3,0,0
26/5/2023,Kiddi shrimp,433.01,0,0
26/5/2023,Little tuna,523.06,0,0
26/5/2023,Long tail tuna,488.17,0,0
26/5/2023,Malabar anchovy,380.26,0,0
26/5/2023,Malabar blood snapper,532.04,0,0
26/5/2023,Malabar grouper,570.07,0,0
26/5/2023,Narrow-barred spanish mackerel,982.55,0,0
26/5/2023,Pearl Spot,358.73,0,0
26/5/2023,Silver pomfret,649.97,0,0
26/5/2023,Small head hairtail,312.75,0,0
26/5/2023,Spineless cuttle fish,534.92,0,0
26/5/2023,Spiny cheek grouper,618.36,0,0
26/5/2023,Spotted crab,546.45,0,0
26/5/2023,Spotted eagle ray,639.55,0,0
27/5/2023,Asian Seabass,850.48,0,0
27/5/2023,Big eye trevally,645.48,0,0
27/5/2023,Black barred half beak,712.63,0,0
27/5/2023,Black pomfret,816.71,0,0
27/5/2023,Blue Swimming Crab,745.45,0,0
27/5/2023,Bombay duck,392.26,0,0
27/5/2023,Flower tail prawn,679.46,0,0
27/5/2023,Four finger thread fin,660.18,0,0
27/5/2023,Frigate tuna,481.65,0,0
27/5/2023,Giant catfish,694.35,0,0
27/5/2023,Giant tiger prawn,553.92,0,0
27/5/2023,Gold spot mullet,631.37,0,0
27/5/2023,Gold spotted granadier anchovy,319.79,0,0
27/5/2023,Greasy grouper,670.42,0,0
27/5/2023,Green mud crab,783.06,0,0
27/5/2023,Grey mullet,554.37,0,0
27/5/2023,Hound needle fish,589.23,0,0
27/5/2023,Indian mackerel,535.6,0,0
27/5/2023,Indian squid,626.85,0,0
27/5/2023,Indian white prawn,621.92,0,0
27/5/2023,Indo-pacific seer fish,1175.84,0,0
27/5/2023,Japanese threadfin bream,490.99,0,0
27/5/2023,Jinga prawn,549.98,0,0
27/5/2023,John\'s snapper,732.66,0,0
27/5/2023,Kiddi shrimp,467.95,0,0
27/5/2023,Little tuna,644.81,0,0
27/5/2023,Long tail tuna,555.8,0,0
27/5/2023,Malabar anchovy,455.16,0,0
27/5/2023,Malabar blood snapper,619.52,0,0
27/5/2023,Malabar grouper,643.09,0,0
27/5/2023,Narrow-barred spanish mackerel,1163.56,0,0
27/5/2023,Pearl Spot,403.57,0,0
27/5/2023,Silver pomfret,747.74,0,0
27/5/2023,Small head hairtail,361.1,0,0
27/5/2023,Spineless cuttle fish,625.81,0,0
27/5/2023,Spiny cheek grouper,693.55,0,0
27/5/2023,Spotted crab,610.03,0,0
27/5/2023,Spotted eagle ray,692.83,0,0
28/5/2023,Asian Seabass,821.05,0,0
28/5/2023,Big eye trevally,715.63,0,0
28/5/2023,Black barred half beak,690.76,0,0
28/5/2023,Black pomfret,841.01,0,0
28/5/2023,Blue Swimming Crab,781.37,0,0
28/5/2023,Bombay duck,418.7,0,0
28/5/2023,Flower tail prawn,738.06,0,0
28/5/2023,Four finger thread fin,657.86,0,0
28/5/2023,Frigate tuna,484.25,0,0
28/5/2023,Giant catfish,693.53,0,0
28/5/2023,Giant tiger prawn,539.96,0,0
28/5/2023,Gold spot mullet,617.53,0,0
28/5/2023,Gold spotted granadier anchovy,310.48,0,0
28/5/2023,Greasy grouper,678.39,0,0
28/5/2023,Green mud crab,818.58,0,0
28/5/2023,Grey mullet,549.91,0,0
28/5/2023,Hound needle fish,639.49,0,0
28/5/2023,Indian mackerel,544.67,0,0
28/5/2023,Indian squid,615.13,0,0
28/5/2023,Indian white prawn,610.17,0,0
28/5/2023,Indo-pacific seer fish,1112.13,0,0
28/5/2023,Japanese threadfin bream,507.8,0,0
28/5/2023,Jinga prawn,564.34,0,0
28/5/2023,John\'s snapper,722.05,0,0
28/5/2023,Kiddi shrimp,445.14,0,0
28/5/2023,Little tuna,643.86,0,0
28/5/2023,Long tail tuna,600.73,0,0
28/5/2023,Malabar anchovy,424.09,0,0
28/5/2023,Malabar blood snapper,604.44,0,0
28/5/2023,Malabar grouper,639.05,0,0
28/5/2023,Narrow-barred spanish mackerel,1146.59,0,0
28/5/2023,Pearl Spot,414.06,0,0
28/5/2023,Silver pomfret,771.71,0,0
28/5/2023,Small head hairtail,338.46,0,0
28/5/2023,Spineless cuttle fish,643.29,0,0
28/5/2023,Spiny cheek grouper,717.85,0,0
28/5/2023,Spotted crab,634.21,0,0
28/5/2023,Spotted eagle ray,684.07,0,0
29/5/2023,Asian Seabass,758.38,0,0
29/5/2023,Big eye trevally,579.83,0,0
29/5/2023,Black barred half beak,600.81,0,0
29/5/2023,Black pomfret,723.97,0,0
29/5/2023,Blue Swimming Crab,628,0,0
29/5/2023,Bombay duck,354.91,0,0
29/5/2023,Flower tail prawn,642.31,0,0
29/5/2023,Four finger thread fin,600.79,0,0
29/5/2023,Frigate tuna,411.43,0,0
29/5/2023,Giant catfish,573.2,0,0
29/5/2023,Giant tiger prawn,489.45,0,0
29/5/2023,Gold spot mullet,542.77,0,0
29/5/2023,Gold spotted granadier anchovy,267.36,0,0
29/5/2023,Greasy grouper,590.3,0,0
29/5/2023,Green mud crab,697.6,0,0
29/5/2023,Grey mullet,494.42,0,0
29/5/2023,Hound needle fish,505.89,0,0
29/5/2023,Indian mackerel,466.44,0,0
29/5/2023,Indian squid,561.03,0,0
29/5/2023,Indian white prawn,534.6,0,0
29/5/2023,Indo-pacific seer fish,980.11,0,0
29/5/2023,Japanese threadfin bream,445.02,0,0
29/5/2023,Jinga prawn,473.84,0,0
29/5/2023,John\'s snapper,669.62,0,0
29/5/2023,Kiddi shrimp,422.45,0,0
29/5/2023,Little tuna,571.36,0,0
29/5/2023,Long tail tuna,478.44,0,0
29/5/2023,Malabar anchovy,390.7,0,0
29/5/2023,Malabar blood snapper,539.57,0,0
29/5/2023,Malabar grouper,549.23,0,0
29/5/2023,Narrow-barred spanish mackerel,988.3,0,0
29/5/2023,Pearl Spot,351.22,0,0
29/5/2023,Silver pomfret,679.36,0,0
29/5/2023,Small head hairtail,302.1,0,0
29/5/2023,Spineless cuttle fish,596.41,0,0
