Date,Name of Species,Small (in Rs.),Medium (in Rs.),Large (in Rs.)
19/2/2022,Blue Swimming Crab,763.26,0,0
19/2/2022,Bombay duck,399.82,0,0
19/2/2022,Flower tail prawn,675.44,0,0
19/2/2022,Four finger thread fin,677.73,0,0
19/2/2022,Frigate tuna,464.05,0,0
19/2/2022,Giant catfish,690.9,0,0
19/2/2022,Giant tiger prawn,584.23,0,0
19/2/2022,Gold spot mullet,624.96,0,0
19/2/2022,Gold spotted granadier anchovy,310.28,0,0
19/2/2022,Greasy grouper,668.91,0,0
19/2/2022,Green mud crab,810.33,0,0
19/2/2022,Grey mullet,575.59,0,0
19/2/2022,Hound needle fish,572.86,0,0
19/2/2022,Indian mackerel,559.69,0,0
19/2/2022,Indian squid,606.92,0,0
19/2/2022,Indian white prawn,603.62,0,0
19/2/2022,Indo-pacific seer fish,1142.55,0,0
19/2/2022,Japanese threadfin bream,529.15,0,0
19/2/2022,Jinga prawn,577.22,0,0
19/2/2022,John\'s snapper,734.75,0,0
19/2/2022,Kiddi shrimp,489.89,0,0
19/2/2022,Little tuna,618.16,0,0
19/2/2022,Long tail tuna,565.87,0,0
19/2/2022,Malabar anchovy,445.63,0,0
19/2/2022,Malabar blood snapper,596.34,0,0
19/2/2022,Malabar grouper,637.18,0,0
19/2/2022,Narrow-barred spanish mackerel,1186.65,0,0
19/2/2022,Pearl Spot,409.46,0,0
19/2/2022,Silver pomfret,745.08,0,0
19/2/2022,Small head hairtail,347.38,0,0
19/2/2022,Spineless cuttle fish,663.63,0,0
19/2/2022,Spiny cheek grouper,744.35,0,0
19/2/2022,Spotted crab,602.73,0,0
19/2/2022,Spotted eagle ray,700.46,0,0
20/2/2022,Asian Seabass,858.01,0,0
20/2/2022,Big eye trevally,693.85,0,0
20/2/2022,Black barred half beak,674.61,0,0
20/2/2022,Black pomfret,872.95,0,0
20/2/2022,Blue Swimming Crab,756.63,0,0
20/2/2022,Bombay duck,386.85,0,0
20/2/2022,Flower tail prawn,726.31,0,0
20/2/2022,Four finger thread fin,656.99,0,0
20/2/2022,Frigate tuna,483.43,0,0
20/2/2022,Giant catfish,668.93,0,0
20/2/2022,Giant tiger prawn,565.02,0,0
20/2/2022,Gold spot mullet,658.96,0,0
20/2/2022,Gold spotted granadier anchovy,303.48,0,0
20/2/2022,Greasy grouper,683.08,0,0
20/2/2022,Green mud crab,803.88,0,0
20/2/2022,Grey mullet,570.88,0,0
20/2/2022,Hound needle fish,619.89,0,0
20/2/2022,Indian mackerel,517.91,0,0
20/2/2022,Indian squid,644.6,0,0
20/2/2022,Indian white prawn,591.26,0,0
20/2/2022,Indo-pacific seer fish,1175.47,0,0
20/2/2022,Japanese threadfin bream,501.83,0,0
20/2/2022,Jinga prawn,574.02,0,0
20/2/2022,John\'s snapper,713.4,0,0
20/2/2022,Kiddi shrimp,494.94,0,0
20/2/2022,Little tuna,614.33,0,0
20/2/2022,Long tail tuna,569.18,0,0
20/2/2022,Malabar anchovy,454.13,0,0
20/2/2022,Malabar blood snapper,613.06,0,0
20/2/2022,Malabar grouper,619.57,0,0
20/2/2022,Narrow-barred spanish mackerel,1128.15,0,0
20/2/2022,Pearl Spot,416.04,0,0
20/2/2022,Silver pomfret,735.88,0,0
20/2/2022,Small head hairtail,354.46,0,0
20/2/2022,Spineless cuttle fish,625.06,0,0
20/2/2022,Spiny cheek grouper,715.47,0,0
20/2/2022,Spotted crab,639.36,0,0
20/2/2022,Spotted eagle ray,686.64,0,0
21/2/2022,Asian Seabass,751.27,0,0
21/2/2022,Big eye trevally,624.75,0,0
21/2/2022,Black barred half beak,620.67,0,0
21/2/2022,Black pomfret,743.16,0,0
21/2/2022,Blue Swimming Crab,702.41,0,0
21/2/2022,Bombay duck,362.18,0,0
21/2/2022,Flower tail prawn,642.91,0,0
21/2/2022,Four finger thread fin,627.05,0,0
21/2/2022,Frigate tuna,404.37,0,0
21/2/2022,Giant catfish,607.88,0,0
21/2/2022,Giant tiger prawn,510.16,0,0
21/2/2022,Gold spot mullet,557.52,0,0
21/2/2022,Gold spotted granadier anchovy,278.41,0,0
21/2/2022,Greasy grouper,593.88,0,0
21/2/2022,Green mud crab,718.01,0,0
21/2/2022,Grey mullet,526.14,0,0
21/2/2022,Hound needle fish,552.65,0,0
21/2/2022,Indian mackerel,471.67,0,0
21/2/2022,Indian squid,581.51,0,0
21/2/2022,Indian white prawn,528.05,0,0
21/2/2022,Indo-pacific seer fish,964.09,0,0
21/2/2022,Japanese threadfin bream,476.71,0,0
21/2/2022,Jinga prawn,507.94,0,0
21/2/2022,John\'s snapper,629.64,0,0
21/2/2022,Kiddi shrimp,429.79,0,0
21/2/2022,Little tuna,561.22,0,0
21/2/2022,Long tail tuna,502.68,0,0
21/2/2022,Malabar anchovy,419.11,0,0
21/2/2022,Malabar blood snapper,548.47,0,0
21/2/2022,Malabar grouper,566.45,0,0
21/2/2022,Narrow-barred spanish mackerel,1020.29,0,0
21/2/2022,Pearl Spot,374.64,0,0
21/2/2022,Silver pomfret,685,0,0
21/2/2022,Small head hairtail,317.54,0,0
21/2/2022,Spineless cuttle fish,580.56,0,0
21/2/2022,Spiny cheek grouper,667.56,0,0
21/2/2022,Spotted crab,572.88,0,0
21/2/2022,Spotted eagle ray,645.22,0,0
22/2/2022,Asian Seabass,741.53,0,0
22/2/2022,Big eye trevally,554.9,0,0
22/2/2022,Black barred half beak,561.03,0,0
22/2/2022,Black pomfret,719.51,0,0
22/2/2022,Blue Swimming Crab,617.18,0,0
22/2/2022,Bombay duck,352.91,0,0
22/2/2022,Flower tail prawn,620.88,0,0
22/2/2022,Four finger thread fin,604.57,0,0
22/2/2022,Frigate tuna,405.23,0,0
22/2/2022,Giant catfish,576.11,0,0
22/2/2022,Giant tiger prawn,483.98,0,0
22/2/2022,Gold spot mullet,528.77,0,0
22/2/2022,Gold spotted granadier anchovy,264.84,0,0
22/2/2022,Greasy grouper,594.73,0,0
22/2/2022,Green mud crab,695.1,0,0
22/2/2022,Grey mullet,506.48,0,0
22/2/2022,Hound needle fish,521.99,0,0
22/2/2022,Indian mackerel,461.34,0,0
22/2/2022,Indian squid,513.22,0,0
22/2/2022,Indian white prawn,524.75,0,0
22/2/2022,Indo-pacific seer fish,977.35,0,0
22/2/2022,Japanese threadfin bream,463.53,0,0
22/2/2022,Jinga prawn,452.12,0,0
22/2/2022,John\'s snapper,601.77,0,0
22/2/2022,Kiddi shrimp,432.91,0,0
22/2/2022,Little tuna,511.22,0,0
22/2/2022,Long tail tuna,483.68,0,0
22/2/2022,Malabar anchovy,375.52,0,0
22/2/2022,Malabar blood snapper,526.76,0,0
22/2/2022,Malabar grouper,539.41,0,0
22/2/2022,Narrow-barred spanish mackerel,994.06,0,0
22/2/2022,Pearl Spot,380.15,0,0
22/2/2022,Silver pomfret,662.02,0,0
22/2/2022,Small head hairtail,285.19,0,0
22/2/2022,Spineless cuttle fish,551.64,0,0
22/2/2022,Spiny cheek grouper,614.61,0,0
22/2/2022,Spotted crab,522.7,0,0
22/2/2022,Spotted eagle ray,615.7,0,0
23/2/2022,Asian Seabass,725.99,0,0
23/2/2022,Big eye trevally,589.98,0,0
23/2/2022,Black barred half beak,584.64,0,0
23/2/2022,Black pomfret,761.33,0,0
23/2/2022,Blue Swimming Crab,617.33,0,0
23/2/2022,Bombay duck,333.44,0,0
23/2/2022,Flower tail prawn,616.29,0,0
23/2/2022,Four finger thread fin,610.31,0,0
23/2/2022,Frigate tuna,401.5,0,0
23/2/2022,Giant catfish,578.47,0,0
23/2/2022,Giant tiger prawn,495.61,0,0
23/2/2022,Gold spot mullet,555.96,0,0
23/2/2022,Gold spotted granadier anchovy,276.2,0,0
23/2/2022,Greasy grouper,577.39,0,0
23/2/2022,Green mud crab,689.13,0,0
23/2/2022,Grey mullet,506.63,0,0
23/2/2022,Hound needle fish,540.15,0,0
23/2/2022,Indian mackerel,469.76,0,0
23/2/2022,Indian squid,527.47,0,0
23/2/2022,Indian white prawn,558.68,0,0
23/2/2022,Indo-pacific seer fish,992.25,0,0
23/2/2022,Japanese threadfin bream,447.73,0,0
23/2/2022,Jinga prawn,486.38,0,0
23/2/2022,John\'s snapper,615.46,0,0
23/2/2022,Kiddi shrimp,415.88,0,0
23/2/2022,Little tuna,542.46,0,0
23/2/2022,Long tail tuna,519.57,0,0
23/2/2022,Malabar anchovy,385.65,0,0
23/2/2022,Malabar blood snapper,514.92,0,0
23/2/2022,Malabar grouper,565.64,0,0
23/2/2022,Narrow-barred spanish mackerel,1010.08,0,0
23/2/2022,Pearl Spot,352.79,0,0
23/2/2022,Silver pomfret,640.34,0,0
23/2/2022,Small head hairtail,318.37,0,0
23/2/2022,Spineless cuttle fish,579.2,0,0
23/2/2022,Spiny cheek grouper,607.76,0,0
23/2/2022,Spotted crab,523.31,0,0
23/2/2022,Spotted eagle ray,582.7,0,0
24/2/2022,Asian Seabass,747.65,0,0
24/2/2022,Big eye trevally,579.96,0,0
24/2/2022,Black barred half beak,597.97,0,0
24/2/2022,Black pomfret,761.42,0,0
24/2/2022,Blue Swimming Crab,660.93,0,0
24/2/2022,Bombay duck,333.53,0,0
24/2/2022,Flower tail prawn,598.95,0,0
24/2/2022,Four finger thread fin,564.31,0,0
24/2/2022,Frigate tuna,416.84,0,0
24/2/2022,Giant catfish,599.08,0,0
24/2/2022,Giant tiger prawn,484.89,0,0
24/2/2022,Gold spot mullet,567.82,0,0
24/2/2022,Gold spotted granadier anchovy,273.64,0,0
24/2/2022,Greasy grouper,558.58,0,0
24/2/2022,Green mud crab,698.05,0,0
24/2/2022,Grey mullet,480.86,0,0
24/2/2022,Hound needle fish,504.12,0,0
24/2/2022,Indian mackerel,444.57,0,0
24/2/2022,Indian squid,523.1,0,0
24/2/2022,Indian white prawn,556.63,0,0
24/2/2022,Indo-pacific seer fish,1013.93,0,0
24/2/2022,Japanese threadfin bream,454.32,0,0
24/2/2022,Jinga prawn,489.95,0,0
24/2/2022,John\'s snapper,646.87,0,0
24/2/2022,Kiddi shrimp,401.34,0,0
24/2/2022,Little tuna,526.62,0,0
24/2/2022,Long tail tuna,482.86,0,0
24/2/2022,Malabar anchovy,400.36,0,0
24/2/2022,Malabar blood snapper,555.29,0,0
24/2/2022,Malabar grouper,557.55,0,0
24/2/2022,Narrow-barred spanish mackerel,949.46,0,0
24/2/2022,Pearl Spot,361.04,0,0
24/2/2022,Silver pomfret,643.57,0,0
24/2/2022,Small head hairtail,316.04,0,0
24/2/2022,Spineless cuttle fish,544.97,0,0
24/2/2022,Spiny cheek grouper,622.97,0,0
24/2/2022,Spotted crab,551.58,0,0
24/2/2022,Spotted eagle ray,632.39,0,0
25/2/2022,Asian Seabass,699.67,0,0
25/2/2022,Big eye trevally,575.13,0,0
25/2/2022,Black barred half beak,569.52,0,0
25/2/2022,Black pomfret,723,0,0
25/2/2022,Blue Swimming Crab,677.83,0,0
25/2/2022,Bombay duck,351.19,0,0
25/2/2022,Flower tail prawn,615.66,0,0
25/2/2022,Four finger thread fin,595.03,0,0
25/2/2022,Frigate tuna,420.33,0,0
25/2/2022,Giant catfish,595.57,0,0
25/2/2022,Giant tiger prawn,496.31,0,0
25/2/2022,Gold spot mullet,561.46,0,0
25/2/2022,Gold spotted granadier anchovy,277.46,0,0
25/2/2022,Greasy grouper,574.42,0,0
25/2/2022,Green mud crab,729.59,0,0
25/2/2022,Grey mullet,506.41,0,0
25/2/2022,Hound needle fish,507.08,0,0
25/2/2022,Indian mackerel,457.09,0,0
25/2/2022,Indian squid,524.8,0,0
25/2/2022,Indian white prawn,511.26,0,0
25/2/2022,Indo-pacific seer fish,951.38,0,0
25/2/2022,Japanese threadfin bream,433.27,0,0
25/2/2022,Jinga prawn,470.09,0,0
25/2/2022,John\'s snapper,612.82,0,0
25/2/2022,Kiddi shrimp,425.74,0,0
25/2/2022,Little tuna,540.65,0,0
25/2/2022,Long tail tuna,503.66,0,0
25/2/2022,Malabar anchovy,404.87,0,0
25/2/2022,Malabar blood snapper,506.82,0,0
25/2/2022,Malabar grouper,556.98,0,0
25/2/2022,Narrow-barred spanish mackerel,1029.17,0,0
25/2/2022,Pearl Spot,381.84,0,0
25/2/2022,Silver pomfret,635.01,0,0
25/2/2022,Small head hairtail,313.5,0,0
25/2/2022,Spineless cuttle fish,543.87,0,0
25/2/2022,Spiny cheek grouper,640.83,0,0
25/2/2022,Spotted crab,559.98,0,0
25/2/2022,Spotted eagle ray,638.52,0,0
26/2/2022,Asian Seabass,836.75,0,0
26/2/2022,Big eye trevally,692.87,0,0
26/2/2022,Black barred half beak,676.59,0,0
26/2/2022,Black pomfret,803.11,0,0
26/2/2022,Blue Swimming Crab,719.13,0,0
26/2/2022,Bombay duck,402.4,0,0
26/2/2022,Flower tail prawn,694.98,0,0
26/2/2022,Four finger thread fin,681.11,0,0
26/2/2022,Frigate tuna,455.89,0,0
26/2/2022,Giant catfish,673.21,0,0
26/2/2022,Giant tiger prawn,580.07,0,0
26/2/2022,Gold spot mullet,611.33,0,0
26/2/2022,Gold spotted granadier anchovy,306.89,0,0
26/2/2022,Greasy grouper,694.02,0,0
26/2/2022,Green mud crab,835.13,0,0
26/2/2022,Grey mullet,555.25,0,0
26/2/2022,Hound needle fish,605.4,0,0
26/2/2022,Indian mackerel,550.32,0,0
26/2/2022,Indian squid,599.97,0,0
26/2/2022,Indian white prawn,615.38,0,0
26/2/2022,Indo-pacific seer fish,1167.01,0,0
26/2/2022,Japanese threadfin bream,516.51,0,0
26/2/2022,Jinga prawn,551.48,0,0
26/2/2022,John\'s snapper,689.22,0,0
26/2/2022,Kiddi shrimp,483.59,0,0
26/2/2022,Little tuna,645.65,0,0
26/2/2022,Long tail tuna,581.43,0,0
26/2/2022,Malabar anchovy,439.24,0,0
26/2/2022,Malabar blood snapper,603.38,0,0
26/2/2022,Malabar grouper,608.72,0,0
26/2/2022,Narrow-barred spanish mackerel,1113.56,0,0
26/2/2022,Pearl Spot,431.78,0,0
26/2/2022,Silver pomfret,742.62,0,0
26/2/2022,Small head hairtail,352.98,0,0
26/2/2022,Spineless cuttle fish,626.9,0,0
26/2/2022,Spiny cheek grouper,693.47,0,0
26/2/2022,Spotted crab,617.53,0,0
26/2/2022,Spotted eagle ray,696.8,0,0
27/2/2022,Asian Seabass,848.02,0,0
27/2/2022,Big eye trevally,692.74,0,0
27/2/2022,Black barred half beak,688.48,0,0
27/2/2022,Black pomfret,856.3,0,0
27/2/2022,Blue Swimming Crab,785.41,0,0
27/2/2022,Bombay duck,392.31,0,0
27/2/2022,Flower tail prawn,726.86,0,0
27/2/2022,Four finger thread fin,718.77,0,0
27/2/2022,Frigate tuna,500.16,0,0
27/2/2022,Giant catfish,684.01,0,0
27/2/2022,Giant tiger prawn,572.72,0,0
27/2/2022,Gold spot mullet,655.95,0,0
27/2/2022,Gold spotted granadier anchovy,319.86,0,0
27/2/2022,Greasy grouper,691.88,0,0
27/2/2022,Green mud crab,840.64,0,0
27/2/2022,Grey mullet,604,0,0
27/2/2022,Hound needle fish,626.39,0,0
27/2/2022,Indian mackerel,583.32,0,0
27/2/2022,Indian squid,649.76,0,0
27/2/2022,Indian white prawn,619.63,0,0
27/2/2022,Indo-pacific seer fish,1162.78,0,0
27/2/2022,Japanese threadfin bream,529.44,0,0
27/2/2022,Jinga prawn,556.92,0,0
27/2/2022,John\'s snapper,759.29,0,0
27/2/2022,Kiddi shrimp,494.7,0,0
27/2/2022,Little tuna,671.49,0,0
27/2/2022,Long tail tuna,610.67,0,0
27/2/2022,Malabar anchovy,455.71,0,0
27/2/2022,Malabar blood snapper,638.66,0,0
27/2/2022,Malabar grouper,661.89,0,0
27/2/2022,Narrow-barred spanish mackerel,1122.16,0,0
27/2/2022,Pearl Spot,456.62,0,0
27/2/2022,Silver pomfret,789.14,0,0
27/2/2022,Small head hairtail,359.69,0,0
27/2/2022,Spineless cuttle fish,659.03,0,0
27/2/2022,Spiny cheek grouper,722.02,0,0
27/2/2022,Spotted crab,641.18,0,0
27/2/2022,Spotted eagle ray,719.76,0,0
28/2/2022,Asian Seabass,629.51,0,0
28/2/2022,Big eye trevally,571.8,0,0
28/2/2022,Black barred half beak,547.85,0,0
28/2/2022,Black pomfret,685.83,0,0
28/2/2022,Blue Swimming Crab,612.27,0,0
28/2/2022,Bombay duck,319.13,0,0
28/2/2022,Flower tail prawn,575.29,0,0
28/2/2022,Four finger thread fin,548.28,0,0
28/2/2022,Frigate tuna,372.7,0,0
28/2/2022,Giant catfish,523.93,0,0
28/2/2022,Giant tiger prawn,468.35,0,0
28/2/2022,Gold spot mullet,523.25,0,0
28/2/2022,Gold spotted granadier anchovy,253.23,0,0
28/2/2022,Greasy grouper,551.22,0,0
28/2/2022,Green mud crab,638.85,0,0
28/2/2022,Grey mullet,476.77,0,0
28/2/2022,Hound needle fish,510.93,0,0
28/2/2022,Indian mackerel,460.54,0,0
28/2/2022,Indian squid,507.15,0,0
28/2/2022,Indian white prawn,497.49,0,0
28/2/2022,Indo-pacific seer fish,976.51,0,0
28/2/2022,Japanese threadfin bream,425.02,0,0
28/2/2022,Jinga prawn,428.14,0,0
28/2/2022,John\'s snapper,606.58,0,0
28/2/2022,Kiddi shrimp,407.6,0,0
28/2/2022,Little tuna,539.59,0,0
28/2/2022,Long tail tuna,482.31,0,0
28/2/2022,Malabar anchovy,341.35,0,0
28/2/2022,Malabar blood snapper,522.3,0,0
28/2/2022,Malabar grouper,519.7,0,0
28/2/2022,Narrow-barred spanish mackerel,958.91,0,0
28/2/2022,Pearl Spot,338.16,0,0
28/2/2022,Silver pomfret,628.65,0,0
28/2/2022,Small head hairtail,277.54,0,0
28/2/2022,Spineless cuttle fish,508.33,0,0
28/2/2022,Spiny cheek grouper,553.42,0,0
28/2/2022,Spotted crab,478.23,0,0
28/2/2022,Spotted eagle ray,533.52,0,0
1/3/2022,Asian Seabass,761.77,0,0
1/3/2022,Big eye trevally,575.92,0,0
1/3/2022,Black barred half beak,613.75,0,0
1/3/2022,Black pomfret,757.82,0,0
1/3/2022,Blue Swimming Crab,656.21,0,0
1/3/2022,Bombay duck,340.94,0,0
1/3/2022,Flower tail prawn,582.49,0,0
1/3/2022,Four finger thread fin,592.19,0,0
1/3/2022,Frigate tuna,403.82,0,0
1/3/2022,Giant catfish,569.66,0,0
1/3/2022,Giant tiger prawn,497.74,0,0
1/3/2022,Gold spot mullet,533.46,0,0
1/3/2022,Gold spotted granadier anchovy,272.05,0,0
1/3/2022,Greasy grouper,587.1,0,0
1/3/2022,Green mud crab,717.45,0,0
1/3/2022,Grey mullet,498.8,0,0
1/3/2022,Hound needle fish,522.61,0,0
1/3/2022,Indian mackerel,468.23,0,0
1/3/2022,Indian squid,559.93,0,0
1/3/2022,Indian white prawn,500.53,0,0
1/3/2022,Indo-pacific seer fish,1035.73,0,0
1/3/2022,Japanese threadfin bream,438.21,0,0
1/3/2022,Jinga prawn,502.33,0,0
1/3/2022,John\'s snapper,630.83,0,0
1/3/2022,Kiddi shrimp,415.07,0,0
1/3/2022,Little tuna,547.87,0,0
1/3/2022,Long tail tuna,507.97,0,0
1/3/2022,Malabar anchovy,402.72,0,0
1/3/2022,Malabar blood snapper,527.76,0,0
1/3/2022,Malabar grouper,552.24,0,0
1/3/2022,Narrow-barred spanish mackerel,1029.3,0,0
1/3/2022,Pearl Spot,382.76,0,0
1/3/2022,Silver pomfret,660.74,0,0
1/3/2022,Small head hairtail,294.23,0,0
1/3/2022,Spineless cuttle fish,522.86,0,0
1/3/2022,Spiny cheek grouper,615.73,0,0
1/3/2022,Spotted crab,531.63,0,0
1/3/2022,Spotted eagle ray,596.87,0,0
2/3/2022,Asian Seabass,738.28,0,0
2/3/2022,Big eye trevally,560.71,0,0
2/3/2022,Black barred half beak,571.31,0,0
2/3/2022,Black pomfret,715.37,0,0
2/3/2022,Blue Swimming Crab,618.98,0,0
2/3/2022,Bombay duck,351.59,0,0
2/3/2022,Flower tail prawn,620.57,0,0
2/3/2022,Four finger thread fin,591.07,0,0
2/3/2022,Frigate tuna,384.75,0,0
2/3/2022,Giant catfish,593.8,0,0
2/3/2022,Giant tiger prawn,488.53,0,0
2/3/2022,Gold spot mullet,559.44,0,0
2/3/2022,Gold spotted granadier anchovy,273.27,0,0
2/3/2022,Greasy grouper,602.95,0,0
2/3/2022,Green mud crab,685.58,0,0
2/3/2022,Grey mullet,495.97,0,0
2/3/2022,Hound needle fish,538.01,0,0
2/3/2022,Indian mackerel,465.4,0,0
2/3/2022,Indian squid,531.18,0,0
2/3/2022,Indian white prawn,554.88,0,0
2/3/2022,Indo-pacific seer fish,967.77,0,0
2/3/2022,Japanese threadfin bream,444.86,0,0
2/3/2022,Jinga prawn,463.29,0,0
2/3/2022,John\'s snapper,661.17,0,0
2/3/2022,Kiddi shrimp,421.94,0,0
2/3/2022,Little tuna,552,0,0
2/3/2022,Long tail tuna,495.45,0,0
2/3/2022,Malabar anchovy,391.64,0,0
2/3/2022,Malabar blood snapper,522.66,0,0
2/3/2022,Malabar grouper,562.8,0,0
2/3/2022,Narrow-barred spanish mackerel,995.01,0,0
2/3/2022,Pearl Spot,359.84,0,0
2/3/2022,Silver pomfret,672.27,0,0
2/3/2022,Small head hairtail,292.05,0,0
2/3/2022,Spineless cuttle fish,574.31,0,0
2/3/2022,Spiny cheek grouper,608.57,0,0
2/3/2022,Spotted crab,544.34,0,0
2/3/2022,Spotted eagle ray,611.99,0,0
3/3/2022,Asian Seabass,739.07,0,0
3/3/2022,Big eye trevally,603.99,0,0
3/3/2022,Black barred half beak,591.11,0,0
3/3/2022,Black pomfret,715.3,0,0
3/3/2022,Blue Swimming Crab,621.86,0,0
3/3/2022,Bombay duck,331.78,0,0
3/3/2022,Flower tail prawn,592.33,0,0
3/3/2022,Four finger thread fin,585.01,0,0
3/3/2022,Frigate tuna,407.91,0,0
3/3/2022,Giant catfish,599.15,0,0
3/3/2022,Giant tiger prawn,485.51,0,0
3/3/2022,Gold spot mullet,547.83,0,0
3/3/2022,Gold spotted granadier anchovy,276.83,0,0
3/3/2022,Greasy grouper,559.64,0,0
3/3/2022,Green mud crab,715.02,0,0
3/3/2022,Grey mullet,479.85,0,0
3/3/2022,Hound needle fish,523.71,0,0
3/3/2022,Indian mackerel,451.09,0,0
3/3/2022,Indian squid,525.05,0,0
3/3/2022,Indian white prawn,556.78,0,0
3/3/2022,Indo-pacific seer fish,997.86,0,0
3/3/2022,Japanese threadfin bream,454.38,0,0
3/3/2022,Jinga prawn,486.44,0,0
3/3/2022,John\'s snapper,604.87,0,0
3/3/2022,Kiddi shrimp,427.12,0,0
3/3/2022,Little tuna,571.27,0,0
3/3/2022,Long tail tuna,520.11,0,0
3/3/2022,Malabar anchovy,387.38,0,0
3/3/2022,Malabar blood snapper,521.14,0,0
3/3/2022,Malabar grouper,558.19,0,0
3/3/2022,Narrow-barred spanish mackerel,951.99,0,0
3/3/2022,Pearl Spot,378.66,0,0
3/3/2022,Silver pomfret,676.76,0,0
3/3/2022,Small head hairtail,309.62,0,0
3/3/2022,Spineless cuttle fish,531.63,0,0
3/3/2022,Spiny cheek grouper,653.17,0,0
3/3/2022,Spotted crab,533.52,0,0
3/3/2022,Spotted eagle ray,587.4,0,0
4/3/2022,Asian Seabass,755.43,0,0
4/3/2022,Big eye trevally,592.06,0,0
4/3/2022,Black barred half beak,574.08,0,0
4/3/2022,Black pomfret,764.2,0,0
4/3/2022,Blue Swimming Crab,672.19,0,0
4/3/2022,Bombay duck,339.34,0,0
4/3/2022,Flower tail prawn,628.94,0,0
4/3/2022,Four finger thread fin,597.13,0,0
4/3/2022,Frigate tuna,423.81,0,0
4/3/2022,Giant catfish,586.67,0,0
4/3/2022,Giant tiger prawn,491.01,0,0
4/3/2022,Gold spot mullet,564.49,0,0
4/3/2022,Gold spotted granadier anchovy,263.28,0,0
4/3/2022,Greasy grouper,553.33,0,0
4/3/2022,Green mud crab,712.14,0,0
4/3/2022,Grey mullet,520.65,0,0
4/3/2022,Hound needle fish,508.87,0,0
4/3/2022,Indian mackerel,451.11,0,0
4/3/2022,Indian squid,537,0,0
4/3/2022,Indian white prawn,521.96,0,0
4/3/2022,Indo-pacific seer fish,1005.36,0,0
4/3/2022,Japanese threadfin bream,424.74,0,0
4/3/2022,Jinga prawn,495.54,0,0
4/3/2022,John\'s snapper,644.1,0,0
4/3/2022,Kiddi shrimp,396.08,0,0
4/3/2022,Little tuna,549.99,0,0
4/3/2022,Long tail tuna,495.9,0,0
4/3/2022,Malabar anchovy,388.65,0,0
4/3/2022,Malabar blood snapper,516,0,0
4/3/2022,Malabar grouper,538.26,0,0
4/3/2022,Narrow-barred spanish mackerel,998.09,0,0
4/3/2022,Pearl Spot,382.81,0,0
4/3/2022,Silver pomfret,667.34,0,0
4/3/2022,Small head hairtail,317.52,0,0
4/3/2022,Spineless cuttle fish,530.71,0,0
4/3/2022,Spiny cheek grouper,635.77,0,0
4/3/2022,Spotted crab,527.55,0,0
4/3/2022,Spotted eagle ray,604.41,0,0
5/3/2022,Asian Seabass,838.16,0,0
5/3/2022,Big eye trevally,673.35,0,0
5/3/2022,Black barred half beak,675.1,0,0
5/3/2022,Black pomfret,869.13,0,0
5/3/2022,Blue Swimming Crab,740.93,0,0
5/3/2022,Bombay duck,382.83,0,0
5/3/2022,Flower tail prawn,686.36,0,0
5/3/2022,Four finger thread fin,694.39,0,0
5/3/2022,Frigate tuna,457.63,0,0
5/3/2022,Giant catfish,709.87,0,0
5/3/2022,Giant tiger prawn,549.18,0,0
5/3/2022,Gold spot mullet,606.98,0,0
5/3/2022,Gold spotted granadier anchovy,308.76,0,0
5/3/2022,Greasy grouper,678.4,0,0
5/3/2022,Green mud crab,813.79,0,0
5/3/2022,Grey mullet,552.12,0,0
5/3/2022,Hound needle fish,583.68,0,0
5/3/2022,Indian mackerel,537.77,0,0
5/3/2022,Indian squid,593.64,0,0
5/3/2022,Indian white prawn,626.4,0,0
5/3/2022,Indo-pacific seer fish,1156.39,0,0
5/3/2022,Japanese threadfin bream,504.04,0,0
5/3/2022,Jinga prawn,576.17,0,0
5/3/2022,John\'s snapper,695.14,0,0
5/3/2022,Kiddi shrimp,487.82,0,0
5/3/2022,Little tuna,629.49,0,0
5/3/2022,Long tail tuna,560.47,0,0
5/3/2022,Malabar anchovy,429.87,0,0
5/3/2022,Malabar blood snapper,634.59,0,0
5/3/2022,Malabar grouper,655.4,0,0
5/3/2022,Narrow-barred spanish mackerel,1167.3,0,0
5/3/2022,Pearl Spot,430.44,0,0
5/3/2022,Silver pomfret,782.24,0,0
5/3/2022,Small head hairtail,346.14,0,0
5/3/2022,Spineless cuttle fish,660.8,0,0
5/3/2022,Spiny cheek grouper,731.26,0,0
5/3/2022,Spotted crab,598.91,0,0
5/3/2022,Spotted eagle ray,713.95,0,0
6/3/2022,Asian Seabass,810.29,0,0
6/3/2022,Big eye trevally,650.06,0,0
6/3/2022,Black barred half beak,679.82,0,0
6/3/2022,Black pomfret,839.99,0,0
6/3/2022,Blue Swimming Crab,735.51,0,0
6/3/2022,Bombay duck,395.13,0,0
6/3/2022,Flower tail prawn,703.14,0,0
6/3/2022,Four finger thread fin,659.97,0,0
6/3/2022,Frigate tuna,472.21,0,0
6/3/2022,Giant catfish,711.46,0,0
6/3/2022,Giant tiger prawn,582.05,0,0
6/3/2022,Gold spot mullet,629.31,0,0
6/3/2022,Gold spotted granadier anchovy,295.68,0,0
6/3/2022,Greasy grouper,649.62,0,0
6/3/2022,Green mud crab,845.96,0,0
6/3/2022,Grey mullet,586.34,0,0
6/3/2022,Hound needle fish,610.06,0,0
6/3/2022,Indian mackerel,520.9,0,0
6/3/2022,Indian squid,623.82,0,0
6/3/2022,Indian white prawn,630.2,0,0
